 COVARIABLE MRK M_Beta SD_Beta M_Delta BF(dB) 
  1   16833  -0.00389178   0.02065736   0.04100000   6.26600444
  1   16834  -0.00028253   0.00528733   0.00300000  -5.25938709
  1   16835  -0.00003057   0.00096618   0.00100000 -13.05177600
  1   16836   0.00006248   0.00121642   0.00300000  -5.25938709
  1   16837   0.00005529   0.00149611   0.00200000  -7.02465351
  1   16838  -0.00001604   0.00106547   0.00200000  -7.02465351
  1   16839   0.00012047   0.00257038   0.00300000  -5.25938709
  1   16840   0.00000000   0.00000000   0.00000000 -13.05177600
  1   16841  -0.00001026   0.00321944   0.00300000  -5.25938709
  1   16842   0.00002390   0.00132478   0.00200000  -7.02465351
  1   16843   0.00187299   0.01857762   0.01300000   1.15261394
  1   16844   0.00000000   0.00000000   0.00000000 -13.05177600
  1   16845   0.00104367   0.01250169   0.01000000   0.00000000
  1   16846   0.00123810   0.01477864   0.01000000   0.00000000
  1   16847  -0.00014460   0.00410734   0.00400000  -4.00564152
  1   16848   0.00032203   0.00501766   0.00600000  -2.23599939
  1   16849  -0.00027526   0.00426728   0.00700000  -1.56216014
  1   16850  -0.00001057   0.00023697   0.00200000  -7.02465351
  1   16851  -0.00073792   0.00675460   0.01500000   1.78290223
  1   16852   0.00012440   0.00280095   0.00300000  -5.25938709
  1   16853  -0.00498115   0.02834075   0.03500000   5.55175926
  1   16854  -0.04130126   0.08417949   0.21400000  14.30626422
  1   16855  -0.00045241   0.00613647   0.00900000  -0.46195950
  1   16856   0.00002775   0.00064326   0.00200000  -7.02465351
  1   16857  -0.00064912   0.00648763   0.01300000   1.15261394
  1   16858  -0.00011220   0.00214876   0.00500000  -3.03217882
  1   16859   0.00001390   0.00043924   0.00100000 -13.05177600
  1   16860   0.00007563   0.00239050   0.00100000 -13.05177600
  1   16861   0.00000000   0.00000000   0.00000000 -13.05177600
  1   16862   0.00011345   0.00210587   0.00300000  -5.25938709
  1   16863   0.00003708   0.00097149   0.00300000  -5.25938709
  1   16864  -0.00002026   0.00057804   0.00200000  -7.02465351
  1   16865   0.00000000   0.00000000   0.00000000 -13.05177600
  1   16866  -0.00002868   0.00090662   0.00100000 -13.05177600
  1   16867  -0.00001335   0.00042185   0.00100000 -13.05177600
  1   16868   0.00000000   0.00000000   0.00000000 -13.05177600
  1   16869  -0.00001284   0.00040569   0.00100000 -13.05177600
  1   16870   0.00001017   0.00089812   0.00200000  -7.02465351
  1   16871  -0.00093511   0.00991730   0.00900000  -0.46195950
  1   16872  -0.00010604   0.00147130   0.00600000  -2.23599939
  1   16873  -0.00001289   0.00040730   0.00100000 -13.05177600
  1   16874  -0.00037904   0.00520019   0.00900000  -0.46195950
  1   16875  -0.00011502   0.00258427   0.00200000  -7.02465351
  1   16876  -0.00002097   0.00066267   0.00100000 -13.05177600
  1   16877   0.00009843   0.00159418   0.00700000  -1.56216014
  1   16878  -0.00000571   0.00018033   0.00100000 -13.05177600
  1   16879  -0.00025184   0.00397981   0.00400000  -4.00564152
  1   16880   0.00015930   0.00341153   0.00500000  -3.03217882
  1   16881   0.00004153   0.00134327   0.00200000  -7.02465351
  1   16882  -0.00001964   0.00228056   0.00400000  -4.00564152
  1   16883  -0.00011758   0.00371633   0.00100000 -13.05177600
  1   16884   0.00000000   0.00000000   0.00000000 -13.05177600
  1   16885   0.00001890   0.00189086   0.00500000  -3.03217882
  1   16886  -0.00001011   0.00031965   0.00100000 -13.05177600
  1   16887   0.00000000   0.00000000   0.00000000 -13.05177600
  1   16888  -0.00001592   0.00084496   0.00300000  -5.25938709
  1   16889   0.00447474   0.02147752   0.04800000   6.98239484
  1   16890  -0.00014644   0.00256434   0.00400000  -4.00564152
  1   16891  -0.00015672   0.00271599   0.00400000  -4.00564152
  1   16892  -0.00000956   0.00080338   0.00200000  -7.02465351
  1   16893   0.00000949   0.00030008   0.00100000 -13.05177600
  1   16894   0.00000248   0.00007838   0.00100000 -13.05177600
  1   16895   0.00000753   0.00023814   0.00100000 -13.05177600
  1   16896   0.00001600   0.00050558   0.00100000 -13.05177600
  1   16897  -0.00052932   0.00627289   0.00900000  -0.46195950
  1   16898   0.00000238   0.00007531   0.00100000 -13.05177600
  1   16899  -0.00051820   0.00557390   0.01300000   1.15261394
  1   16900   0.00031645   0.00623784   0.00300000  -5.25938709
  1   16901  -0.01170749   0.04082433   0.08600000   9.69187450
  1   16902   0.00000000   0.00000000   0.00000000 -13.05177600
  1   16903  -0.00061860   0.00684080   0.01200000   0.80059496
  1   16904   0.00000000   0.00000000   0.00000000 -13.05177600
  1   16905  -0.00000799   0.00025246   0.00100000 -13.05177600
  1   16906  -0.00006099   0.00145550   0.00200000  -7.02465351
  1   16907  -0.00015872   0.00270631   0.00400000  -4.00564152
  1   16908  -0.00001065   0.00033656   0.00100000 -13.05177600
  1   16909  -0.00005674   0.00179350   0.00100000 -13.05177600
  1   16910   0.00373582   0.01773271   0.04800000   6.98239484
  1   16911  -0.00006059   0.00206922   0.00300000  -5.25938709
  1   16912  -0.00018196   0.00328028   0.00500000  -3.03217882
  1   16913   0.00003518   0.00111200   0.00100000 -13.05177600
  1   16914   0.00000000   0.00000000   0.00000000 -13.05177600
  1   16915  -0.00032325   0.00589493   0.00500000  -3.03217882
  1   16916  -0.00000174   0.00153892   0.00300000  -5.25938709
  1   16917  -0.00400444   0.02161025   0.03800000   5.92243719
  1   16918  -0.00010723   0.00217799   0.00300000  -5.25938709
  1   16919  -0.00010337   0.00373070   0.00200000  -7.02465351
  1   16920  -0.00379114   0.01939633   0.04400000   6.58629979
  1   16921   0.00040198   0.00502245   0.00800000  -0.97786491
  1   16922   0.00002164   0.00074177   0.00400000  -4.00564152
  1   16923   0.00007580   0.00239572   0.00100000 -13.05177600
  1   16924   0.00013780   0.00354044   0.00200000  -7.02465351
  1   16925   0.00005144   0.00130328   0.00200000  -7.02465351
  1   16926  -0.00007546   0.00203245   0.00200000  -7.02465351
  1   16927  -0.00025504   0.00344444   0.00700000  -1.56216014
  1   16928  -0.00749418   0.02847157   0.07300000   8.91878321
  1   16929   0.00000000   0.00000000   0.00000000 -13.05177600
  1   16930  -0.00384969   0.01952986   0.04400000   6.58629979
  1   16931  -0.00011127   0.00604419   0.00500000  -3.03217882
  1   16932   0.00000000   0.00000000   0.00000000 -13.05177600
  1   16933  -0.00001354   0.00035982   0.00300000  -5.25938709
  1   16934  -0.00002990   0.00071224   0.00200000  -7.02465351
  1   16935   0.00026264   0.00384040   0.00600000  -2.23599939
  1   16936   0.00064641   0.00837862   0.00900000  -0.46195950
  1   16937   0.00022909   0.00432686   0.00400000  -4.00564152
  1   16938  -0.00000077   0.00139564   0.00300000  -5.25938709
  1   16939   0.00766527   0.02880670   0.07600000   9.10776816
  1   16940   0.00031626   0.00586764   0.00300000  -5.25938709
  1   16941   0.00006957   0.00192401   0.00200000  -7.02465351
  1   16942  -0.00003319   0.00104915   0.00100000 -13.05177600
  1   16943   0.00004495   0.00142072   0.00100000 -13.05177600
  1   16944   0.00000000   0.00000000   0.00000000 -13.05177600
  1   16945  -0.00026682   0.00508500   0.00300000  -5.25938709
  1   16946   0.00003353   0.00078740   0.00200000  -7.02465351
  1   16947  -0.00000455   0.00014384   0.00100000 -13.05177600
  1   16948  -0.00003634   0.00211332   0.00400000  -4.00564152
  1   16949  -0.00000292   0.00009244   0.00100000 -13.05177600
  1   16950   0.00003705   0.00117118   0.00100000 -13.05177600
  1   16951   0.00067651   0.00803426   0.00800000  -0.97786491
  1   16952  -0.00001485   0.00035432   0.00300000  -5.25938709
  1   16953   0.00000000   0.00000000   0.00000000 -13.05177600
  1   16954  -0.00013716   0.00220970   0.00400000  -4.00564152
  1   16955   0.00106857   0.00912160   0.01500000   1.78290223
  1   16956  -0.00001274   0.00063028   0.00200000  -7.02465351
  1   16957  -0.00000013   0.00134197   0.00200000  -7.02465351
  1   16958   0.01071417   0.03290896   0.11000000  10.87637873
  1   16959  -0.00024958   0.00380957   0.00900000  -0.46195950
  1   16960  -0.02272978   0.05531382   0.16200000  12.81906191
  1   16961   0.00116765   0.00953509   0.01800000   2.58796212
  1   16962   0.00014152   0.00356476   0.00300000  -5.25938709
  1   16963  -0.00003704   0.00260726   0.00300000  -5.25938709
  1   16964   0.00011185   0.00188525   0.00400000  -4.00564152
  1   16965   0.00001862   0.00058845   0.00100000 -13.05177600
  1   16966  -0.00001155   0.00083120   0.00400000  -4.00564152
  1   16967   0.00025158   0.00547720   0.00300000  -5.25938709
  1   16968   0.00211586   0.01604335   0.02300000   3.67468467
  1   16969   0.00091307   0.01043355   0.01000000   0.00000000
  1   16970   0.00002179   0.00064462   0.00200000  -7.02465351
  1   16971  -0.00004075   0.00128786   0.00100000 -13.05177600
  1   16972   0.00000000   0.00000000   0.00000000 -13.05177600
  1   16973   0.00000000   0.00000000   0.00000000 -13.05177600
  1   16974  -0.00000579   0.00014133   0.00200000  -7.02465351
  1   16975   0.00003005   0.00069070   0.00200000  -7.02465351
  1   16976  -0.00004107   0.00233965   0.00200000  -7.02465351
  1   16977  -0.00051382   0.00591015   0.01000000   0.00000000
  1   16978   0.00013132   0.00228427   0.00400000  -4.00564152
  1   16979   0.00205010   0.01164106   0.03800000   5.92243719
  1   16980  -0.00003718   0.00117522   0.00100000 -13.05177600
  1   16981   0.00004451   0.00243199   0.00400000  -4.00564152
  1   16982  -0.00020949   0.00371054   0.00400000  -4.00564152
  1   16983  -0.00016655   0.00332726   0.00500000  -3.03217882
  1   16984  -0.00017458   0.00284342   0.00400000  -4.00564152
  1   16985  -0.00009882   0.00239828   0.00200000  -7.02465351
  1   16986  -0.00009720   0.00435936   0.00500000  -3.03217882
  1   16987   0.00015349   0.00356384   0.00200000  -7.02465351
  1   16988  -0.00038608   0.00563077   0.00500000  -3.03217882
  1   16989  -0.00002280   0.00052789   0.00200000  -7.02465351
  1   16990   0.00018725   0.00284801   0.00600000  -2.23599939
  1   16991   0.00024343   0.00347478   0.00700000  -1.56216014
  1   16992   0.00003276   0.00206589   0.00400000  -4.00564152
  1   16993   0.00008848   0.00186583   0.00300000  -5.25938709
  1   16994   0.00041015   0.00592945   0.00600000  -2.23599939
  1   16995  -0.00000513   0.00017879   0.00200000  -7.02465351
  1   16996  -0.00005131   0.00141211   0.00300000  -5.25938709
  1   16997   0.00271573   0.01314557   0.04400000   6.58629979
  1   16998   0.00011914   0.00319129   0.00500000  -3.03217882
  1   16999  -0.00050549   0.00563435   0.00900000  -0.46195950
  1   17000  -0.00011497   0.00242193   0.00300000  -5.25938709
  1   17001  -0.00034227   0.00547259   0.00600000  -2.23599939
  1   17002  -0.00837129   0.03259887   0.06900000   8.65534604
  1   17003   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17004   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17005  -0.01280802   0.03679979   0.11600000  11.13640919
  1   17006  -0.00016201   0.00351228   0.00300000  -5.25938709
  1   17007  -0.00001979   0.00085695   0.00300000  -5.25938709
  1   17008  -0.00040281   0.00659494   0.00700000  -1.56216014
  1   17009  -0.00039164   0.00586345   0.00500000  -3.03217882
  1   17010   0.00293086   0.01810799   0.03100000   5.00673111
  1   17011   0.00003340   0.00105578   0.00100000 -13.05177600
  1   17012   0.00024334   0.00355210   0.00600000  -2.23599939
  1   17013  -0.00008361   0.00219347   0.00200000  -7.02465351
  1   17014   0.00013248   0.00333086   0.00400000  -4.00564152
  1   17015  -0.00013949   0.00548813   0.00600000  -2.23599939
  1   17016  -0.00089108   0.00684724   0.01800000   2.58796212
  1   17017  -0.00002097   0.00201619   0.00300000  -5.25938709
  1   17018  -0.00001706   0.00112908   0.00400000  -4.00564152
  1   17019  -0.00021816   0.00302515   0.00700000  -1.56216014
  1   17020   0.00048625   0.00685575   0.00900000  -0.46195950
  1   17021   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17022  -0.00001871   0.00059136   0.00100000 -13.05177600
  1   17023  -0.00008287   0.00261933   0.00100000 -13.05177600
  1   17024   0.00001990   0.00186574   0.00400000  -4.00564152
  1   17025  -0.00004564   0.00109229   0.00200000  -7.02465351
  1   17026  -0.00034372   0.00571952   0.00500000  -3.03217882
  1   17027  -0.00037761   0.00601256   0.00600000  -2.23599939
  1   17028  -0.00020862   0.00321749   0.00600000  -2.23599939
  1   17029  -0.00021869   0.00356214   0.00500000  -3.03217882
  1   17030   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17031  -0.00301150   0.02153597   0.02200000   3.47719021
  1   17032   0.00001694   0.00053538   0.00100000 -13.05177600
  1   17033  -0.00009022   0.00142003   0.00600000  -2.23599939
  1   17034  -0.00009196   0.00408683   0.00200000  -7.02465351
  1   17035  -0.00003834   0.00121192   0.00100000 -13.05177600
  1   17036   0.00001847   0.00058383   0.00100000 -13.05177600
  1   17037  -0.00008954   0.00175465   0.00400000  -4.00564152
  1   17038  -0.00286960   0.02235839   0.02100000   3.27071798
  1   17039   0.00092309   0.00939555   0.01100000   0.41831588
  1   17040   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17041  -0.00000394   0.00012445   0.00100000 -13.05177600
  1   17042   0.00004875   0.00305412   0.00300000  -5.25938709
  1   17043   0.00247061   0.01728928   0.02500000   4.04570588
  1   17044   0.00009278   0.00207522   0.00200000  -7.02465351
  1   17045   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17046   0.00000515   0.00016276   0.00100000 -13.05177600
  1   17047  -0.00003710   0.00216981   0.00300000  -5.25938709
  1   17048   0.00005726   0.00129738   0.00200000  -7.02465351
  1   17049  -0.00001149   0.00053151   0.00200000  -7.02465351
  1   17050  -0.00000335   0.00207249   0.00400000  -4.00564152
  1   17051   0.00006143   0.00137447   0.00200000  -7.02465351
  1   17052  -0.00008135   0.00231494   0.00400000  -4.00564152
  1   17053  -0.00001179   0.00027237   0.00200000  -7.02465351
  1   17054  -0.00016401   0.00285338   0.00500000  -3.03217882
  1   17055   0.00011619   0.00261030   0.00300000  -5.25938709
  1   17056  -0.00007155   0.00226156   0.00100000 -13.05177600
  1   17057  -0.00108623   0.00766402   0.02500000   4.04570588
  1   17058   0.00010882   0.00279402   0.00600000  -2.23599939
  1   17059  -0.00003222   0.00101842   0.00100000 -13.05177600
  1   17060  -0.00088748   0.00797624   0.01500000   1.78290223
  1   17061   0.00001944   0.00061447   0.00100000 -13.05177600
  1   17062  -0.00014628   0.00461035   0.00400000  -4.00564152
  1   17063   0.00002413   0.00076262   0.00100000 -13.05177600
  1   17064   0.00188213   0.01348075   0.02300000   3.67468467
  1   17065   0.00052068   0.00715586   0.00700000  -1.56216014
  1   17066  -0.00129336   0.01265846   0.01500000   1.78290223
  1   17067  -0.00004072   0.00128692   0.00100000 -13.05177600
  1   17068  -0.00008751   0.00521247   0.00200000  -7.02465351
  1   17069  -0.00020955   0.00356865   0.00700000  -1.56216014
  1   17070   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17071  -0.00103715   0.01003319   0.01500000   1.78290223
  1   17072   0.00009400   0.00181669   0.00400000  -4.00564152
  1   17073   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17074   0.00115876   0.01283810   0.01000000   0.00000000
  1   17075   0.00068768   0.00891126   0.01000000   0.00000000
  1   17076   0.00003219   0.00073451   0.00200000  -7.02465351
  1   17077  -0.00001090   0.00102385   0.00200000  -7.02465351
  1   17078   0.00000452   0.00071009   0.00200000  -7.02465351
  1   17079  -0.00011328   0.00258484   0.00200000  -7.02465351
  1   17080   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17081  -0.00000042   0.00001323   0.00100000 -13.05177600
  1   17082   0.00000484   0.00015304   0.00100000 -13.05177600
  1   17083  -0.00020577   0.00335913   0.00400000  -4.00564152
  1   17084  -0.00003338   0.00182814   0.00300000  -5.25938709
  1   17085   0.00010873   0.00706301   0.00400000  -4.00564152
  1   17086   0.00003024   0.00147491   0.00300000  -5.25938709
  1   17087   0.00001312   0.00041467   0.00100000 -13.05177600
  1   17088   0.00005015   0.00158498   0.00100000 -13.05177600
  1   17089   0.00029668   0.00586514   0.00600000  -2.23599939
  1   17090  -0.00000897   0.00028358   0.00100000 -13.05177600
  1   17091   0.00124484   0.01004612   0.01700000   2.33530598
  1   17092  -0.00016448   0.00432719   0.00500000  -3.03217882
  1   17093   0.00014123   0.00227036   0.00500000  -3.03217882
  1   17094  -0.00014022   0.00420643   0.00300000  -5.25938709
  1   17095   0.00237908   0.01633078   0.02700000   4.38886118
  1   17096   0.00169705   0.01052193   0.02800000   4.55126961
  1   17097  -0.00009373   0.00129784   0.00600000  -2.23599939
  1   17098   0.00097998   0.01267313   0.00800000  -0.97786491
  1   17099  -0.00011836   0.00225127   0.00300000  -5.25938709
  1   17100  -0.00213345   0.01347212   0.02600000   4.22049586
  1   17101   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17102   0.00055703   0.00551652   0.01100000   0.41831588
  1   17103  -0.00000874   0.00318254   0.00200000  -7.02465351
  1   17104   0.00009000   0.00223151   0.00200000  -7.02465351
  1   17105   0.00014617   0.00383042   0.00200000  -7.02465351
  1   17106   0.00001730   0.00054668   0.00100000 -13.05177600
  1   17107  -0.00041755   0.00911662   0.00400000  -4.00564152
  1   17108  -0.00172326   0.01245146   0.02400000   3.86396619
  1   17109  -0.00013684   0.00317970   0.00200000  -7.02465351
  1   17110  -0.00108750   0.01356328   0.00700000  -1.56216014
  1   17111  -0.00059058   0.00698523   0.00800000  -0.97786491
  1   17112  -0.00036107   0.00394057   0.00900000  -0.46195950
  1   17113   0.00003841   0.00133526   0.00300000  -5.25938709
  1   17114   0.00968016   0.03151352   0.09900000  10.36545598
  1   17115  -0.00001352   0.00042717   0.00100000 -13.05177600
  1   17116   0.00004920   0.00155519   0.00100000 -13.05177600
  1   17117  -0.00002353   0.00173202   0.00300000  -5.25938709
  1   17118  -0.00229034   0.01577791   0.02600000   4.22049586
  1   17119   0.00011225   0.00284221   0.00200000  -7.02465351
  1   17120  -0.00007383   0.00213078   0.00200000  -7.02465351
  1   17121   0.00450153   0.02267876   0.04700000   6.88640152
  1   17122   0.00003710   0.00200624   0.00300000  -5.25938709
  1   17123   0.00004629   0.00190205   0.00200000  -7.02465351
  1   17124  -0.00001652   0.00185029   0.00300000  -5.25938709
  1   17125  -0.00003532   0.00111623   0.00100000 -13.05177600
  1   17126  -0.00124034   0.00903995   0.02100000   3.27071798
  1   17127   0.00020291   0.00532035   0.00400000  -4.00564152
  1   17128   0.00004567   0.00165688   0.00500000  -3.03217882
  1   17129  -0.00081506   0.00784268   0.01200000   0.80059496
  1   17130  -0.00033036   0.00445698   0.00600000  -2.23599939
  1   17131  -0.02537782   0.05125826   0.21700000  14.38333166
  1   17132   0.00043838   0.00582158   0.01000000   0.00000000
  1   17133   0.00003571   0.00174715   0.00300000  -5.25938709
  1   17134  -0.00001464   0.00046262   0.00100000 -13.05177600
  1   17135   0.00025334   0.00367788   0.00500000  -3.03217882
  1   17136  -0.00012295   0.00388620   0.00100000 -13.05177600
  1   17137  -0.00001313   0.00093780   0.00300000  -5.25938709
  1   17138  -0.01229320   0.03973214   0.09900000  10.36545598
  1   17139   0.00005958   0.00188315   0.00100000 -13.05177600
  1   17140  -0.00002638   0.00083383   0.00100000 -13.05177600
  1   17141  -0.00008802   0.00162170   0.00300000  -5.25938709
  1   17142  -0.00003336   0.00105439   0.00100000 -13.05177600
  1   17143  -0.00012648   0.00205201   0.00400000  -4.00564152
  1   17144   0.00009034   0.00306579   0.00300000  -5.25938709
  1   17145   0.00042118   0.00733176   0.00400000  -4.00564152
  1   17146  -0.00002875   0.00137670   0.00200000  -7.02465351
  1   17147   0.00000356   0.00084837   0.00300000  -5.25938709
  1   17148   0.00007325   0.00179128   0.00200000  -7.02465351
  1   17149   0.00010376   0.00252129   0.00200000  -7.02465351
  1   17150  -0.00005879   0.00212294   0.00400000  -4.00564152
  1   17151   0.00001286   0.00050731   0.00200000  -7.02465351
  1   17152  -0.00004946   0.00205600   0.00200000  -7.02465351
  1   17153   0.00009175   0.00169180   0.00300000  -5.25938709
  1   17154  -0.00002508   0.00093895   0.00200000  -7.02465351
  1   17155   0.00002571   0.00082738   0.00200000  -7.02465351
  1   17156   0.00050821   0.00900743   0.00600000  -2.23599939
  1   17157   0.00012787   0.00241100   0.00600000  -2.23599939
  1   17158  -0.00015336   0.00293500   0.00300000  -5.25938709
  1   17159   0.00004721   0.00201253   0.00300000  -5.25938709
  1   17160   0.00008929   0.00554712   0.00300000  -5.25938709
  1   17161   0.00040511   0.00472981   0.00900000  -0.46195950
  1   17162  -0.00074293   0.00865396   0.01000000   0.00000000
  1   17163   0.00196552   0.01279779   0.02400000   3.86396619
  1   17164   0.00002097   0.00446666   0.00300000  -5.25938709
  1   17165  -0.00003674   0.00116111   0.00100000 -13.05177600
  1   17166   0.00012831   0.00648978   0.00600000  -2.23599939
  1   17167   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17168   0.00228872   0.01252391   0.03500000   5.55175926
  1   17169  -0.00010010   0.00191457   0.00400000  -4.00564152
  1   17170  -0.00003784   0.00081365   0.00400000  -4.00564152
  1   17171   0.00008260   0.00156169   0.00300000  -5.25938709
  1   17172   0.00014824   0.00338605   0.00400000  -4.00564152
  1   17173   0.00020931   0.00882266   0.00900000  -0.46195950
  1   17174   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17175  -0.00001583   0.00175274   0.00200000  -7.02465351
  1   17176   0.00002929   0.00152074   0.00400000  -4.00564152
  1   17177  -0.00001740   0.00075614   0.00200000  -7.02465351
  1   17178  -0.00015915   0.00354377   0.00700000  -1.56216014
  1   17179   0.00005295   0.00132598   0.00200000  -7.02465351
  1   17180   0.00002135   0.00143303   0.00200000  -7.02465351
  1   17181   0.00005715   0.00138595   0.00400000  -4.00564152
  1   17182  -0.00000473   0.00208666   0.00200000  -7.02465351
  1   17183  -0.00078400   0.00794023   0.01300000   1.15261394
  1   17184   0.00005246   0.00165811   0.00100000 -13.05177600
  1   17185   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17186   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17187  -0.00054807   0.00764009   0.00700000  -1.56216014
  1   17188   0.00001854   0.00092033   0.00200000  -7.02465351
  1   17189  -0.00009203   0.00209762   0.00200000  -7.02465351
  1   17190  -0.00004005   0.00100603   0.00200000  -7.02465351
  1   17191   0.00034293   0.00495196   0.00700000  -1.56216014
  1   17192  -0.00043803   0.00584936   0.00700000  -1.56216014
  1   17193   0.00011266   0.00235773   0.00300000  -5.25938709
  1   17194  -0.00018729   0.00408259   0.00500000  -3.03217882
  1   17195  -0.00115436   0.00820996   0.02300000   3.67468467
  1   17196   0.00009609   0.00139862   0.00500000  -3.03217882
  1   17197   0.00001396   0.00070691   0.00200000  -7.02465351
  1   17198  -0.00002581   0.00063472   0.00200000  -7.02465351
  1   17199   0.00015790   0.00355796   0.00200000  -7.02465351
  1   17200  -0.00048548   0.00591480   0.00800000  -0.97786491
  1   17201   0.00001084   0.00034257   0.00100000 -13.05177600
  1   17202   0.00003106   0.00098162   0.00100000 -13.05177600
  1   17203   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17204  -0.00083142   0.00802677   0.01400000   1.47886315
  1   17205   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17206   0.00009905   0.00257556   0.00400000  -4.00564152
  1   17207   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17208   0.00000468   0.00014807   0.00100000 -13.05177600
  1   17209   0.00010433   0.00194513   0.00300000  -5.25938709
  1   17210  -0.00008340   0.00188645   0.00200000  -7.02465351
  1   17211   0.00003963   0.00125273   0.00100000 -13.05177600
  1   17212  -0.00000868   0.00027430   0.00100000 -13.05177600
  1   17213  -0.00004706   0.00148750   0.00100000 -13.05177600
  1   17214  -0.00007915   0.00200709   0.00200000  -7.02465351
  1   17215   0.00013525   0.00356113   0.00300000  -5.25938709
  1   17216   0.00054322   0.00625725   0.00900000  -0.46195950
  1   17217  -0.00429755   0.02241765   0.04100000   6.26600444
  1   17218   0.00021708   0.00404992   0.00400000  -4.00564152
  1   17219   0.00017020   0.00278904   0.00500000  -3.03217882
  1   17220   0.00013577   0.00230937   0.00400000  -4.00564152
  1   17221  -0.00590729   0.02170909   0.08100000   9.40804702
  1   17222  -0.00006996   0.00439498   0.00400000  -4.00564152
  1   17223  -0.00006349   0.00163794   0.00300000  -5.25938709
  1   17224   0.00002930   0.00072544   0.00200000  -7.02465351
  1   17225   0.00001173   0.00103357   0.00200000  -7.02465351
  1   17226  -0.00002862   0.00090444   0.00100000 -13.05177600
  1   17227  -0.00000483   0.00067248   0.00200000  -7.02465351
  1   17228   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17229   0.00011726   0.00370615   0.00100000 -13.05177600
  1   17230   0.00000662   0.00179259   0.00300000  -5.25938709
  1   17231  -0.00018752   0.00381692   0.00400000  -4.00564152
  1   17232   0.00153126   0.01567897   0.01100000   0.41831588
  1   17233   0.00028993   0.00568856   0.00500000  -3.03217882
  1   17234  -0.00006262   0.00170533   0.00200000  -7.02465351
  1   17235  -0.00101079   0.01124796   0.00900000  -0.46195950
  1   17236   0.00041715   0.00467393   0.01000000   0.00000000
  1   17237  -0.00072670   0.00732908   0.01400000   1.47886315
  1   17238   0.00040801   0.00551594   0.00700000  -1.56216014
  1   17239   0.00006762   0.00183305   0.00400000  -4.00564152
  1   17240   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17241   0.00018080   0.00442471   0.00300000  -5.25938709
  1   17242   0.00001052   0.00033243   0.00100000 -13.05177600
  1   17243  -0.00001509   0.00047685   0.00100000 -13.05177600
  1   17244   0.00000840   0.00264163   0.00300000  -5.25938709
  1   17245   0.00007304   0.00174125   0.00200000  -7.02465351
  1   17246   0.00013033   0.00316139   0.00400000  -4.00564152
  1   17247  -0.00005203   0.00118368   0.00200000  -7.02465351
  1   17248   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17249  -0.00000561   0.00017735   0.00100000 -13.05177600
  1   17250   0.00004302   0.00135982   0.00100000 -13.05177600
  1   17251   0.01175764   0.03380501   0.12700000  11.58424672
  1   17252   0.00001190   0.00037621   0.00100000 -13.05177600
  1   17253  -0.00008223   0.00259919   0.00100000 -13.05177600
  1   17254   0.00022740   0.00429235   0.00400000  -4.00564152
  1   17255   0.00173363   0.01227498   0.02300000   3.67468467
  1   17256  -0.00001052   0.00269962   0.00300000  -5.25938709
  1   17257  -0.00061413   0.00661254   0.00900000  -0.46195950
  1   17258  -0.00071179   0.00573601   0.01700000   2.33530598
  1   17259  -0.00008636   0.00179559   0.00400000  -4.00564152
  1   17260   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17261   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17262   0.00027318   0.00392729   0.00500000  -3.03217882
  1   17263   0.00018313   0.00320726   0.00400000  -4.00564152
  1   17264   0.00001486   0.00143332   0.00200000  -7.02465351
  1   17265   0.00003570   0.00112834   0.00100000 -13.05177600
  1   17266  -0.00044115   0.00502630   0.00900000  -0.46195950
  1   17267   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17268   0.00222006   0.01642822   0.02200000   3.47719021
  1   17269   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17270   0.00017143   0.00368504   0.00400000  -4.00564152
  1   17271   0.00012866   0.00238365   0.00300000  -5.25938709
  1   17272   0.00003112   0.00098364   0.00100000 -13.05177600
  1   17273   0.00003449   0.00109026   0.00100000 -13.05177600
  1   17274  -0.00002138   0.00048085   0.00200000  -7.02465351
  1   17275   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17276   0.00031739   0.00461963   0.00500000  -3.03217882
  1   17277   0.00052445   0.00726417   0.00600000  -2.23599939
